File Name,Elements,Atom Counts,Element Count,Total Atom Count
mp-11957.cif,"Ca, Sn, Ir",Ca:4.0; Sn:8.0; Ir:4.0,3,16.0
mp-11958.cif,"Ca, Sn, Pd",Ca:4.0; Sn:8.0; Pd:4.0,3,16.0
mp-11959.cif,"Ca, Sn, Rh",Ca:4.0; Sn:8.0; Rh:4.0,3,16.0
mp-11977.cif,"Li, Sn, Au",Li:2.0; Sn:2.0; Au:2.0,3,6.0
mp-11984.cif,"Y, Mg, Tl",Y:3.0; Mg:3.0; Tl:3.0,3,9.0
mp-1201.cif,"Sb, Te",Sb:6.0; Te:9.0,2,15.0
mp-12029.cif,"Li, Cu, P",Li:4.0; Cu:2.0; P:2.0,3,8.0
mp-12065.cif,"Ag, Pt",Ag:3.0; Pt:1.0,2,4.0
mp-12070.cif,"Cu, As",Cu:2.0; As:2.0,2,4.0
mp-12071.cif,"Ti, As",Ti:6.0; As:2.0,2,8.0
mp-12083.cif,"Cr, Ir",Cr:1.0; Ir:3.0,2,4.0
mp-12086.cif,"Cu, Pt",Cu:3.0; Pt:1.0,2,4.0
mp-12087.cif,"Cu, S",Cu:8.0; S:4.0,2,12.0
mp-12104.cif,"Nb, Si",Nb:3.0; Si:6.0,2,9.0
mp-12107.cif,"Ti, Pt",Ti:1.0; Pt:3.0,2,4.0
mp-12108.cif,"V, Pt",V:2.0; Pt:4.0,2,6.0
mp-12109.cif,"Zr, Re",Zr:4.0; Re:8.0,2,12.0
mp-1211.cif,"Sc, Cd",Sc:1.0; Cd:1.0,2,2.0
mp-12137.cif,"Ca, Zn, Si",Ca:2.0; Zn:4.0; Si:4.0,3,10.0
mp-1215.cif,"Ti, O",Ti:2.0; O:1.0,2,3.0
mp-12177.cif,"Te, O",Te:4.0; O:10.0,2,14.0
mp-1219.cif,"Ba, Ga",Ba:1.0; Ga:2.0,2,3.0
mp-122.cif,Ba,Ba:2.0,1,2.0
mp-1220.cif,"Be, Au",Be:20.0; Au:4.0,2,24.0
mp-1221.cif,"V, Ge",V:6.0; Ge:2.0,2,8.0
mp-1222.cif,"Cr, Si",Cr:3.0; Si:6.0,2,9.0
mp-1224.cif,"Hg, O",Hg:4.0; O:4.0,2,8.0
mp-12265.cif,"Sr, Cu, F",Sr:4.0; Cu:4.0; F:16.0,3,24.0
mp-1229.cif,"Cu, F",Cu:2.0; F:4.0,2,6.0
mp-12317.cif,"Sr, C, N",Sr:3.0; C:3.0; N:6.0,3,12.0
mp-1232.cif,"Mo, Pt",Mo:6.0; Pt:2.0,2,8.0
mp-1235.cif,"Ti, Ir",Ti:1.0; Ir:1.0,2,2.0
mp-12359.cif,"Ag, Sb, Te",Ag:1.0; Sb:1.0; Te:2.0,3,4.0
mp-12360.cif,"Ag, Sb, Te",Ag:3.0; Sb:3.0; Te:6.0,3,12.0
mp-1239.cif,"Sb, Ir",Sb:24.0; Ir:8.0,2,32.0
mp-124.cif,Ag,Ag:4.0,1,4.0
mp-12403.cif,"Li, B, F",Li:3.0; B:3.0; F:12.0,3,18.0
mp-12411.cif,"Li, Zn, Ge",Li:8.0; Zn:4.0; Ge:4.0,3,16.0
mp-12467.cif,"Ca, Sb",Ca:10.0; Sb:6.0,2,16.0
mp-12480.cif,"Sc, P, Pt",Sc:4.0; P:4.0; Pt:4.0,3,12.0
mp-1249.cif,"Mg, F",Mg:2.0; F:4.0,2,6.0
mp-1251.cif,"V, Rh",V:1.0; Rh:1.0,2,2.0
mp-1252.cif,"Zr, Be",Zr:1.0; Be:2.0,2,3.0
mp-12520.cif,"Sr, Ni, Ge",Sr:2.0; Ni:4.0; Ge:2.0,3,8.0
mp-12521.cif,"Sr, Ni, Ge",Sr:2.0; Ni:6.0; Ge:4.0,3,12.0
mp-1253.cif,"Ba, Se",Ba:4.0; Se:4.0,2,8.0
mp-12532.cif,"K, Ag, P, S",K:2.0; Ag:4.0; P:2.0; S:8.0,4,16.0
mp-12537.cif,"Ti, Ga, C",Ti:4.0; Ga:2.0; C:2.0,3,8.0
mp-12546.cif,"Ti, Cu",Ti:2.0; Cu:6.0,2,8.0
mp-12549.cif,"Ba, Al, Ni",Ba:1.0; Al:9.0; Ni:2.0,3,12.0
mp-12550.cif,"Al, Cu, Pt",Al:1.0; Cu:1.0; Pt:2.0,3,4.0
mp-12557.cif,"Sr, Cu, As",Sr:2.0; Cu:2.0; As:2.0,3,6.0
mp-12558.cif,"Li, Mg, As",Li:4.0; Mg:4.0; As:4.0,3,12.0
mp-12564.cif,"Li, Sb, Au",Li:4.0; Sb:4.0; Au:4.0,3,12.0
mp-12565.cif,"Mn, Au",Mn:2.0; Au:8.0,2,10.0
mp-12571.cif,"Hf, Be, Si",Hf:2.0; Be:2.0; Si:2.0,3,6.0
mp-12580.cif,"Li, Cd, Sn",Li:8.0; Cd:4.0; Sn:4.0,3,16.0
mp-12585.cif,"Cr, Rh",Cr:1.0; Rh:3.0,2,4.0
mp-12593.cif,"Sc, Ir",Sc:1.0; Ir:3.0,2,4.0
mp-12595.cif,"Mo, Rh",Mo:2.0; Rh:2.0,2,4.0
mp-126.cif,Pt,Pt:4.0,1,4.0
mp-1260.cif,"Sr, Pd",Sr:1.0; Pd:5.0,2,6.0
mp-12608.cif,"Cu, Pt",Cu:4.0; Pt:28.0,2,32.0
mp-12614.cif,"Ca, Cu",Ca:8.0; Cu:4.0,2,12.0
mp-12622.cif,"Sr, Pd, F",Sr:4.0; Pd:4.0; F:16.0,3,24.0
mp-12635.cif,"Ti, Au",Ti:2.0; Au:8.0,2,10.0
mp-1264.cif,"Cd, Au",Cd:1.0; Au:3.0,2,4.0
mp-12648.cif,"Ti, Be",Ti:6.0; Be:51.0,2,57.0
mp-1265.cif,"Mg, O",Mg:4.0; O:4.0,2,8.0
mp-12657.cif,"Hf, Al",Hf:4.0; Al:8.0,2,12.0
mp-12659.cif,"Mn, Nb",Mn:8.0; Nb:4.0,2,12.0
mp-1266.cif,"Na, Se",Na:8.0; Se:4.0,2,12.0
mp-12666.cif,"Be, Pd",Be:24.0; Pd:2.0,2,26.0
mp-12674.cif,"Mn, Au",Mn:1.0; Au:1.0,2,2.0
mp-12675.cif,"Mn, Au",Mn:1.0; Au:1.0,2,2.0
mp-12678.cif,"Ta, Mn",Ta:4.0; Mn:8.0,2,12.0
mp-12693.cif,"Mg, Rh",Mg:4.0; Rh:2.0,2,6.0
mp-12696.cif,"Y, Mg, Pd",Y:3.0; Mg:3.0; Pd:3.0,3,9.0
mp-12697.cif,"Sc, Mn, Sn",Sc:1.0; Mn:6.0; Sn:6.0,3,13.0
mp-12699.cif,"Ca, Au",Ca:18.0; Au:24.0,2,42.0
mp-127.cif,Na,Na:2.0,1,2.0
mp-12700.cif,"Nb, Pt",Nb:4.0; Pt:12.0,2,16.0
mp-12716.cif,"Li, Tl, Pd",Li:2.0; Tl:2.0; Pd:4.0,3,8.0
mp-1272.cif,"Cr, Ru",Cr:6.0; Ru:2.0,2,8.0
mp-12723.cif,"Ca, Au",Ca:4.0; Au:4.0,2,8.0
mp-12724.cif,"Sr, Zn",Sr:4.0; Zn:4.0,2,8.0
mp-12725.cif,"Nb, Ag, O",Nb:1.0; Ag:1.0; O:3.0,3,5.0
mp-12742.cif,"Mg, Pd",Mg:4.0; Pd:12.0,2,16.0
mp-1275.cif,"Si, Mo",Si:2.0; Mo:6.0,2,8.0
mp-12752.cif,"Zr, Al",Zr:4.0; Al:3.0,2,7.0
mp-12759.cif,"Zn, Cu, Au",Zn:4.0; Cu:2.0; Au:2.0,3,8.0
mp-12760.cif,"Zr, Al, Co",Zr:6.0; Al:2.0; Co:1.0,3,9.0
mp-12761.cif,"Be, Au",Be:2.0; Au:4.0,2,6.0
mp-12772.cif,"Hf, Al",Hf:8.0; Al:4.0,2,12.0
mp-12773.cif,"Zr, Al",Zr:8.0; Al:4.0,2,12.0
mp-12777.cif,"Al, Cu",Al:4.0; Cu:12.0,2,16.0
mp-12778.cif,"V, Os",V:1.0; Os:1.0,2,2.0
mp-12779.cif,"Cd, Te",Cd:2.0; Te:2.0,2,4.0
mp-1278.cif,"Zr, Si",Zr:8.0; Si:4.0,2,12.0
mp-1279.cif,"Ta, N",Ta:3.0; N:3.0,2,6.0
mp-12798.cif,"Ni, Pt",Ni:3.0; Pt:1.0,2,4.0
mp-12802.cif,"Al, Cu",Al:2.0; Cu:6.0,2,8.0
mp-12806.cif,"Cu, Ge, Te",Cu:4.0; Ge:2.0; Te:6.0,3,12.0
mp-1281.cif,"V, Ir",V:1.0; Ir:1.0,2,2.0
mp-12814.cif,"Ba, Sb, N",Ba:6.0; Sb:2.0; N:2.0,3,10.0
mp-1282.cif,"V, C",V:4.0; C:4.0,2,8.0
mp-1285.cif,"Pt, O",Pt:2.0; O:4.0,2,6.0
mp-12863.cif,"Ba, Al, Si",Ba:2.0; Al:4.0; Si:4.0,3,10.0
mp-129.cif,Mo,Mo:2.0,1,2.0
mp-12903.cif,"Y, Ag, Te",Y:2.0; Ag:2.0; Te:4.0,3,8.0
mp-12908.cif,"Sc, Ag, Se",Sc:1.0; Ag:1.0; Se:2.0,3,4.0
mp-12927.cif,"Ba, Be, N",Ba:4.0; Be:8.0; N:8.0,3,20.0
mp-1294.cif,"Y, Co",Y:8.0; Co:16.0,2,24.0
mp-12951.cif,"Zr, Ga, Au",Zr:2.0; Ga:2.0; Au:2.0,3,6.0
mp-12952.cif,"Hf, Ga, Au",Hf:2.0; Ga:2.0; Au:2.0,3,6.0
mp-12954.cif,"Cu, B, S",Cu:4.0; B:4.0; S:8.0,3,16.0
mp-12961.cif,"Y, Al, Pd",Y:3.0; Al:3.0; Pd:3.0,3,9.0
mp-12962.cif,"Zr, Fe, Sb",Zr:6.0; Fe:1.0; Sb:2.0,3,9.0
mp-12972.cif,"Zr, Sb, Pt",Zr:6.0; Sb:2.0; Pt:1.0,3,9.0
mp-1299.cif,"Si, Pt",Si:2.0; Pt:4.0,2,6.0
mp-12990.cif,"Ti, Al, C",Ti:4.0; Al:2.0; C:2.0,3,8.0
mp-13.cif,Fe,Fe:2.0,1,2.0
mp-13010.cif,"Y, Sn",Y:4.0; Sn:8.0,2,12.0
mp-13032.cif,"Mg, S",Mg:4.0; S:4.0,2,8.0
mp-13033.cif,"Mg, Te",Mg:4.0; Te:4.0,2,8.0
mp-13071.cif,"Sc, Tl, C",Sc:4.0; Tl:2.0; C:2.0,3,8.0
mp-13079.cif,"Mn, Al, Co",Mn:8.0; Al:4.0; Co:4.0,3,16.0
mp-13082.cif,"Mn, Co, Si",Mn:8.0; Co:4.0; Si:4.0,3,16.0
mp-13089.cif,"Cu, Sn, Te",Cu:4.0; Sn:2.0; Te:6.0,3,12.0
mp-13090.cif,"Y, Mg, Al",Y:3.0; Mg:3.0; Al:3.0,3,9.0
mp-13092.cif,"Zr, Al, Ni",Zr:6.0; Al:2.0; Ni:1.0,3,9.0
mp-13095.cif,"Y, Al, Ni",Y:3.0; Al:3.0; Ni:3.0,3,9.0
mp-13097.cif,"Na, Zn, As",Na:2.0; Zn:2.0; As:2.0,3,6.0
mp-131.cif,Zr,Zr:2.0,1,2.0
mp-13108.cif,"Sr, Hf, O",Sr:1.0; Hf:1.0; O:3.0,3,5.0
mp-13109.cif,"Sr, Hf, O",Sr:4.0; Hf:4.0; O:12.0,3,20.0
mp-13119.cif,"Cd, O",Cd:2.0; O:2.0,2,4.0
mp-13137.cif,"Hf, C, S",Hf:4.0; C:2.0; S:2.0,3,8.0
mp-13138.cif,"Cu, Sn",Cu:6.0; Sn:2.0,2,8.0
mp-1314.cif,"Li, Si",Li:96.0; Si:56.0,2,152.0
mp-13149.cif,"Ba, Al, Si",Ba:1.0; Al:1.0; Si:1.0,3,3.0
mp-1315.cif,"Mg, S",Mg:4.0; S:4.0,2,8.0
mp-13154.cif,"Fe, C",Fe:6.0; C:2.0,2,8.0
mp-13155.cif,"Hf, Ag",Hf:4.0; Ag:2.0,2,6.0
mp-13156.cif,"Hf, Ag",Hf:2.0; Ag:2.0,2,4.0
mp-13160.cif,"Y, Zn, Ge",Y:4.0; Zn:4.0; Ge:4.0,3,12.0
mp-13164.cif,"Ti, Pd",Ti:4.0; Pd:2.0,2,6.0
mp-1317.cif,"Co, Sb",Co:8.0; Sb:24.0,2,32.0
mp-13171.cif,"Y, Mg, Cu",Y:3.0; Mg:3.0; Cu:3.0,3,9.0
mp-13172.cif,"Y, Mg, Cu",Y:4.0; Mg:4.0; Cu:16.0,3,24.0
mp-132.cif,Ca,Ca:2.0,1,2.0
mp-13202.cif,"Y, Cu, Sn",Y:2.0; Cu:2.0; Sn:2.0,3,6.0
mp-13203.cif,"Sc, Cu, Sn",Sc:2.0; Cu:2.0; Sn:2.0,3,6.0
mp-13208.cif,"Mg, Pt",Mg:8.0; Pt:4.0,2,12.0
mp-13240.cif,"Sc, In, Cu",Sc:4.0; In:4.0; Cu:16.0,3,24.0
mp-1326.cif,"Nb, Sn",Nb:6.0; Sn:2.0,2,8.0
mp-13270.cif,"Ca, Ag",Ca:4.0; Ag:8.0,2,12.0
mp-13272.cif,"Ba, Al, Ge",Ba:1.0; Al:1.0; Ge:1.0,3,3.0
mp-13276.cif,"Sr, Li, P",Sr:2.0; Li:2.0; P:2.0,3,6.0
mp-1331.cif,"Y, Cd",Y:1.0; Cd:2.0,2,3.0
mp-13311.cif,"Sr, Al, Ge",Sr:1.0; Al:1.0; Ge:1.0,3,3.0
mp-13313.cif,"Sc, Tl, Se",Sc:3.0; Tl:3.0; Se:6.0,3,12.0
mp-13314.cif,"Sc, Tl, Te",Sc:3.0; Tl:3.0; Te:6.0,3,12.0
mp-1332.cif,"Si, Mo",Si:12.0; Mo:20.0,2,32.0
mp-13334.cif,"Zn, Sn, O",Zn:6.0; Sn:6.0; O:18.0,3,30.0
mp-1334.cif,"Y, C",Y:6.0; C:3.0,2,9.0
mp-1335.cif,"V, Fe",V:1.0; Fe:1.0,2,2.0
mp-1336.cif,"Pd, O",Pd:2.0; O:2.0,2,4.0
mp-13363.cif,"Si, Pt",Si:4.0; Pt:12.0,2,16.0
mp-13364.cif,"Ca, Zn",Ca:4.0; Zn:8.0,2,12.0
mp-13365.cif,"Sr, Zn",Sr:4.0; Zn:8.0,2,12.0
mp-1339.cif,"Nb, Ir",Nb:1.0; Ir:3.0,2,4.0
mp-134.cif,Al,Al:4.0,1,4.0
mp-1342.cif,"Ba, O",Ba:4.0; O:4.0,2,8.0
mp-13444.cif,"Li, Sn",Li:12.0; Sn:12.0,2,24.0
mp-13447.cif,"Zn, Rh",Zn:26.0; Rh:2.0,2,28.0
mp-13450.cif,"Hf, Sb",Hf:12.0; Sb:12.0,2,24.0
mp-13452.cif,"Be, Pd",Be:2.0; Pd:4.0,2,6.0
mp-13453.cif,"Be, Pd",Be:4.0; Pd:12.0,2,16.0
mp-13456.cif,"Zn, S",Zn:15.0; S:15.0,2,30.0
mp-1346.cif,"B, O",B:36.0; O:6.0,2,42.0
mp-13463.cif,"Fe, Ni, Pt",Fe:1.0; Ni:1.0; Pt:2.0,3,4.0
mp-13472.cif,"Hf, Si, Rh",Hf:4.0; Si:4.0; Rh:4.0,3,12.0
mp-1349.cif,"Sr, Pt",Sr:8.0; Pt:16.0,2,24.0
mp-13495.cif,"Zr, Pd",Zr:4.0; Pd:4.0,2,8.0
mp-135.cif,Li,Li:2.0,1,2.0
mp-13503.cif,"Sc, Zn",Sc:4.0; Zn:8.0,2,12.0
mp-1352.cif,"Zr, N",Zr:4.0; N:4.0,2,8.0
mp-1356.cif,"Sb, Pd",Sb:8.0; Pd:4.0,2,12.0
mp-1357.cif,"P, Rh",P:24.0; Rh:8.0,2,32.0
mp-13572.cif,"Sc, Si, Pt",Sc:4.0; Si:4.0; Pt:8.0,3,16.0
mp-13583.cif,"Sc, Si, Ru",Sc:8.0; Si:8.0; Ru:4.0,3,20.0
mp-1359.cif,"Nb, Ir",Nb:1.0; Ir:1.0,2,2.0
mp-136.cif,Fe,Fe:2.0,1,2.0
mp-1361.cif,"Ir, Se",Ir:8.0; Se:16.0,2,24.0
mp-1364.cif,"Y, Ni",Y:4.0; Ni:4.0,2,8.0
mp-1367.cif,"Mg, Si",Mg:8.0; Si:4.0,2,12.0
mp-13683.cif,"Hf, Ge",Hf:4.0; Ge:8.0,2,12.0
mp-13686.cif,"Nb, Si",Nb:20.0; Si:12.0,2,32.0
mp-1371.cif,"Sn, Pd",Sn:24.0; Pd:8.0,2,32.0
mp-13725.cif,"Li, P, O",Li:6.0; P:2.0; O:8.0,3,16.0
mp-1373.cif,"Nb, Ge",Nb:6.0; Ge:2.0,2,8.0
mp-1380.cif,"Zn, Ru",Zn:12.0; Ru:4.0,2,16.0
mp-13829.cif,"Tl, Cu, S",Tl:4.0; Cu:12.0; S:8.0,3,24.0
mp-13853.cif,"P, Ir",P:24.0; Ir:8.0,2,32.0
mp-13869.cif,"Cr, O",Cr:20.0; O:48.0,2,68.0
mp-1387.cif,"Al, V",Al:2.0; V:6.0,2,8.0
mp-139.cif,Sr,Sr:2.0,1,2.0
mp-13903.cif,"Zn, Sn, F",Zn:3.0; Sn:3.0; F:18.0,3,24.0
mp-13911.cif,"Ca, Zn, Ge",Ca:2.0; Zn:4.0; Ge:4.0,3,10.0
mp-13920.cif,"Ba, Zn, Sn",Ba:2.0; Zn:4.0; Sn:4.0,3,10.0
mp-1393.cif,"Sn, Au",Sn:16.0; Au:4.0,2,20.0
mp-13946.cif,"Rb, Zr, F",Rb:2.0; Zr:1.0; F:6.0,3,9.0
mp-13947.cif,"Rb, Hf, F",Rb:2.0; Hf:1.0; F:6.0,3,9.0
mp-13948.cif,"Cs, Hf, F",Cs:2.0; Hf:1.0; F:6.0,3,9.0
mp-1395.cif,"V, Ru",V:1.0; Ru:1.0,2,2.0
mp-13962.cif,"Hf, Si, Se",Hf:2.0; Si:2.0; Se:2.0,3,6.0
mp-13963.cif,"Hf, Si, Te",Hf:2.0; Si:2.0; Te:2.0,3,6.0
mp-13964.cif,"Hf, Ge, Te",Hf:2.0; Ge:2.0; Te:2.0,3,6.0
mp-13983.cif,"Zn, Pd, F",Zn:3.0; Pd:3.0; F:18.0,3,24.0
mp-1399.cif,"Al, Au",Al:4.0; Au:4.0,2,8.0
mp-13993.cif,"Ti, Ni, S",Ti:9.0; Ni:3.0; S:18.0,3,30.0
mp-140.cif,Ga,Ga:2.0,1,2.0
mp-1400.cif,"Hf, W",Hf:8.0; W:16.0,2,24.0
mp-1401.cif,"Zr, Zn",Zr:8.0; Zn:16.0,2,24.0
mp-14019.cif,"Ni, B",Ni:4.0; B:4.0,2,8.0
mp-14024.cif,"Zr, O",Zr:18.0; O:6.0,2,24.0
mp-1404.cif,"Cd, Au",Cd:2.0; Au:2.0,2,4.0
mp-14069.cif,"Cs, Al, O",Cs:8.0; Al:8.0; O:16.0,3,32.0
mp-14070.cif,"Rb, Al, O",Rb:8.0; Al:8.0; O:16.0,3,32.0
mp-14088.cif,"Rb, Pd, F",Rb:8.0; Pd:4.0; F:24.0,3,36.0
mp-14091.cif,"Al, Ag, Se",Al:4.0; Ag:4.0; Se:8.0,3,16.0
mp-14092.cif,"Al, Ag, Te",Al:4.0; Ag:4.0; Te:8.0,3,16.0
mp-14099.cif,"Zn, Ag, F",Zn:1.0; Ag:1.0; F:3.0,3,5.0
mp-14112.cif,"Pd, F",Pd:3.0; F:9.0,2,12.0
mp-14115.cif,"Li, Rh, O",Li:3.0; Rh:3.0; O:6.0,3,12.0
mp-14116.cif,"Cu, Rh, O",Cu:3.0; Rh:3.0; O:6.0,3,12.0
mp-1412.cif,"Ti, Sb",Ti:6.0; Sb:2.0,2,8.0
mp-14142.cif,"Ti, Zn, O",Ti:6.0; Zn:6.0; O:18.0,3,30.0
mp-1418.cif,"Fe, Ni",Fe:1.0; Ni:3.0,2,4.0
mp-142.cif,Ga,Ga:8.0,1,8.0
mp-14208.cif,"Li, Y, Si",Li:3.0; Y:3.0; Si:3.0,3,9.0
mp-1424.cif,"Ge, Pd",Ge:4.0; Pd:4.0,2,8.0
mp-1425.cif,"Ti, Cr",Ti:8.0; Cr:16.0,2,24.0
mp-14285.cif,"Co, P",Co:4.0; P:8.0,2,12.0
mp-1431.cif,"Mn, Si",Mn:4.0; Si:4.0,2,8.0
mp-1432.cif,"Be, B",Be:8.0; B:4.0,2,12.0
mp-1437.cif,"Li, Cd",Li:8.0; Cd:8.0,2,16.0
mp-1439.cif,"Ti, O",Ti:4.0; O:8.0,2,12.0
mp-1444.cif,"Ca, Cd",Ca:4.0; Cd:8.0,2,12.0
mp-1451.cif,"Nb, Ni",Nb:2.0; Ni:6.0,2,8.0
mp-1458.cif,"Nb, Ir",Nb:6.0; Ir:2.0,2,8.0
mp-14587.cif,"Zn, P",Zn:4.0; P:16.0,2,20.0
mp-1459.cif,"Ta, N",Ta:1.0; N:1.0,2,2.0
mp-146.cif,V,V:2.0,1,2.0
mp-14628.cif,"Zn, Sn, O",Zn:6.0; Sn:6.0; O:18.0,3,30.0
mp-1471.cif,"Zr, Al",Zr:3.0; Al:1.0,2,4.0
mp-1472.cif,"Zr, B",Zr:1.0; B:2.0,2,3.0
mp-1473.cif,"Fe, W",Fe:21.0; W:18.0,2,39.0
mp-1475.cif,"Be, Mo",Be:24.0; Mo:2.0,2,26.0
mp-1476.cif,"Sc, S",Sc:4.0; S:4.0,2,8.0
mp-1477.cif,"Ba, Si",Ba:8.0; Si:16.0,2,24.0
mp-1479.cif,"B, P",B:4.0; P:4.0,2,8.0
mp-14793.cif,"Mg, Si, Pt",Mg:4.0; Si:2.0; Pt:2.0,3,8.0
mp-14796.cif,"K, Pt, Se",K:6.0; Pt:12.0; Se:18.0,3,36.0
mp-14797.cif,"Rb, Pt, Se",Rb:6.0; Pt:12.0; Se:18.0,3,36.0
mp-1482.cif,"Zr, Al",Zr:16.0; Al:24.0,2,40.0
mp-1483.cif,"Si, Rh",Si:4.0; Rh:4.0,2,8.0
mp-1487.cif,"Al, Ni",Al:1.0; Ni:1.0,2,2.0
mp-149.cif,Si,Si:8.0,1,8.0
mp-1490.cif,"Al, Au",Al:4.0; Au:16.0,2,20.0
mp-1491.cif,"V, B",V:1.0; B:2.0,2,3.0
mp-1498.cif,"Al, Pd",Al:84.0; Pd:32.0,2,116.0
mp-14983.cif,"Si, P, Ru",Si:4.0; P:4.0; Ru:1.0,3,9.0
mp-1500.cif,"Ba, S",Ba:4.0; S:4.0,2,8.0
mp-1501.cif,"Al, Pt",Al:6.0; Pt:10.0,2,16.0
mp-1502.cif,"Al, Pt",Al:8.0; Pt:4.0,2,12.0
mp-1509.cif,"Sn, S",Sn:8.0; S:12.0,2,20.0
mp-15113.cif,"Na, Si, O",Na:8.0; Si:12.0; O:28.0,3,48.0
mp-1515.cif,"Zr, Si",Zr:4.0; Si:8.0,2,12.0
mp-1521.cif,"Sb, Mo",Sb:28.0; Mo:12.0,2,40.0
mp-1522.cif,"Fe, S",Fe:2.0; S:4.0,2,6.0
mp-1523.cif,"Zr, P",Zr:4.0; P:8.0,2,12.0
mp-1526.cif,"Ti, Hg",Ti:1.0; Hg:1.0,2,2.0
mp-15297.cif,"Hf, Ni, Sb",Hf:6.0; Ni:1.0; Sb:2.0,3,9.0
mp-153.cif,Mg,Mg:2.0,1,2.0
mp-15316.cif,"Sr, Mg, F",Sr:4.0; Mg:4.0; F:16.0,3,24.0
mp-15322.cif,"Sc, Cu, Si",Sc:3.0; Cu:3.0; Si:3.0,3,9.0
mp-1539.cif,"Zr, Te",Zr:1.0; Te:1.0,2,2.0
mp-1543.cif,"Ge, Pt",Ge:4.0; Pt:2.0,2,6.0
mp-1545.cif,"Nb, Rh",Nb:6.0; Rh:2.0,2,8.0
mp-1550.cif,"Al, P",Al:4.0; P:4.0,2,8.0
mp-1552.cif,"Mo, C",Mo:8.0; C:4.0,2,12.0
mp-1555.cif,"V, Sb",V:6.0; Sb:2.0,2,8.0
mp-1557.cif,"Mg, Au",Mg:18.0; Au:6.0,2,24.0
mp-15641.cif,"Ca, Mg, Ge",Ca:4.0; Mg:4.0; Ge:4.0,3,12.0
mp-15642.cif,"Sr, Mg, Si",Sr:4.0; Mg:4.0; Si:4.0,3,12.0
mp-15643.cif,"Sr, Mg, Ge",Sr:4.0; Mg:4.0; Ge:4.0,3,12.0
mp-15649.cif,"As, Ir",As:8.0; Ir:4.0,2,12.0
mp-1565.cif,"Zr, O",Zr:4.0; O:8.0,2,12.0
mp-15659.cif,"Sb, Pt",Sb:8.0; Pt:12.0,2,20.0
mp-15661.cif,"Sc, C",Sc:16.0; C:12.0,2,28.0
mp-15669.cif,"Ti, Te",Ti:6.0; Te:8.0,2,14.0
mp-15686.cif,"Li, Cu, As",Li:4.0; Cu:2.0; As:2.0,3,8.0
mp-15687.cif,"K, Zn, As",K:1.0; Zn:1.0; As:1.0,3,3.0
mp-1569.cif,"Be, C",Be:8.0; C:4.0,2,12.0
mp-15695.cif,"Y, As, Pt",Y:4.0; As:4.0; Pt:4.0,3,12.0
mp-157.cif,P,P:8.0,1,8.0
mp-15722.cif,"Fe, B, Mo",Fe:4.0; B:8.0; Mo:2.0,3,14.0
mp-1575.cif,"Ca, C",Ca:4.0; C:8.0,2,12.0
mp-15778.cif,"Mg, Ni, Sb",Mg:4.0; Ni:4.0; Sb:4.0,3,12.0
mp-1578.cif,"V, Rh",V:6.0; Rh:2.0,2,8.0
mp-15780.cif,"Mg, P, Pt",Mg:1.0; P:1.0; Pt:5.0,3,7.0
mp-15803.cif,"Y, Mg, Se",Y:16.0; Mg:8.0; Se:32.0,3,56.0
mp-15805.cif,"Mn, Zn, N",Mn:3.0; Zn:1.0; N:1.0,3,5.0
mp-15819.cif,"Mn, Al, Si",Mn:6.0; Al:18.0; Si:2.0,3,26.0
mp-1585.cif,"V, Co",V:6.0; Co:2.0,2,8.0
mp-1589.cif,"Ti, Cr",Ti:4.0; Cr:8.0,2,12.0
mp-1590.cif,"Be, Cr",Be:24.0; Cr:2.0,2,26.0
mp-1594.cif,"Ni, Ge",Ni:4.0; Ge:2.0,2,6.0
mp-1595.cif,"Nb, O",Nb:4.0; O:10.0,2,14.0
mp-15963.cif,"Hf, P, Ru",Hf:3.0; P:3.0; Ru:3.0,3,9.0
mp-15964.cif,"Hf, Sb",Hf:24.0; Sb:8.0,2,32.0
mp-15965.cif,"Hf, Si",Hf:10.0; Si:6.0,2,16.0
mp-15985.cif,"Zr, Cu, Ge",Zr:3.0; Cu:4.0; Ge:2.0,3,9.0
mp-15986.cif,"Hf, Cu, P",Hf:1.0; Cu:2.0; P:2.0,3,5.0
mp-15987.cif,"Hf, Cu, Si",Hf:3.0; Cu:4.0; Si:2.0,3,9.0
mp-15988.cif,"Li, Cu, Sb",Li:8.0; Cu:4.0; Sb:4.0,3,16.0
mp-160.cif,B,B:36.0,1,36.0
mp-1601.cif,"Ta, Ru",Ta:1.0; Ru:1.0,2,2.0
mp-16043.cif,"Mg, As, Rh",Mg:1.0; As:4.0; Rh:6.0,3,11.0
mp-1606.cif,"Nb, Au",Nb:1.0; Au:2.0,2,3.0
mp-1609.cif,"Cr, Ir",Cr:6.0; Ir:2.0,2,8.0
mp-1620.cif,"Si, W",Si:4.0; W:2.0,2,6.0
mp-16236.cif,"K, Ag, Se",K:2.0; Ag:2.0; Se:2.0,3,6.0
mp-16238.cif,"Li, Ag, Sb",Li:8.0; Ag:4.0; Sb:4.0,3,16.0
mp-1627.cif,"Mo, S",Mo:4.0; S:6.0,2,10.0
mp-16290.cif,"Zn, Ni, C",Zn:1.0; Ni:3.0; C:1.0,3,5.0
mp-16297.cif,"Sc, Sn, C",Sc:3.0; Sn:1.0; C:1.0,3,5.0
