File Name,Elements,Atom Counts,Element Count,Total Atom Count
mp-865604.cif,"Li, Mg",Li:5.0; Mg:1.0,2,6.0
mp-865665.cif,"Ti, Re, Tc",Ti:4.0; Re:4.0; Tc:8.0,3,16.0
mp-865733.cif,"Co, Tc",Co:2.0; Tc:6.0,2,8.0
mp-865798.cif,"Ga, Cu",Ga:2.0; Cu:6.0,2,8.0
mp-865840.cif,"Ti, Tc, Ir",Ti:8.0; Tc:4.0; Ir:4.0,3,16.0
mp-865842.cif,"Ti, Os, Ru",Ti:8.0; Os:4.0; Ru:4.0,3,16.0
mp-865939.cif,"Li, Mg",Li:2.0; Mg:4.0,2,6.0
mp-865985.cif,"Cd, Pd",Cd:2.0; Pd:6.0,2,8.0
mp-865986.cif,"Li, Ca, Ge",Li:8.0; Ca:4.0; Ge:4.0,3,16.0
mp-865989.cif,"Al, Ir, Ru",Al:8.0; Ir:4.0; Ru:4.0,3,16.0
mp-866046.cif,"Ti, In",Ti:6.0; In:2.0,2,8.0
mp-866115.cif,"Be, Pd, Rh",Be:8.0; Pd:4.0; Rh:4.0,3,16.0
mp-866132.cif,"Na, Tl, Sb",Na:8.0; Tl:4.0; Sb:4.0,3,16.0
mp-866152.cif,"Ti, Be, Co",Ti:4.0; Be:4.0; Co:8.0,3,16.0
mp-866155.cif,"Ti, Al, Ru",Ti:4.0; Al:4.0; Ru:8.0,3,16.0
mp-866161.cif,"V, Rh",V:2.0; Rh:6.0,2,8.0
mp-866165.cif,"Y, Mg, Rh",Y:4.0; Mg:4.0; Rh:8.0,3,16.0
mp-866169.cif,"K, Tl, Bi",K:4.0; Tl:8.0; Bi:4.0,3,16.0
mp-866171.cif,"Y, Mg, Au",Y:4.0; Mg:4.0; Au:8.0,3,16.0
mp-866224.cif,"Be, Ni, Pt",Be:8.0; Ni:4.0; Pt:4.0,3,16.0
mp-866291.cif,"Ag, Br",Ag:4.0; Br:4.0,2,8.0
mp-866311.cif,"Bi, Br, O",Bi:3.0; Br:1.0; O:4.0,3,8.0
mp-867133.cif,"Ba, Sc, O",Ba:2.0; Sc:2.0; O:5.0,3,9.0
mp-867137.cif,"Sc, V, Ru",Sc:4.0; V:4.0; Ru:8.0,3,16.0
mp-867144.cif,"Ca, Mg, Hg",Ca:4.0; Mg:4.0; Hg:8.0,3,16.0
mp-867222.cif,"Li, Ca, Ir",Li:4.0; Ca:8.0; Ir:4.0,3,16.0
mp-867266.cif,"Ca, Mg, Tl",Ca:4.0; Mg:4.0; Tl:8.0,3,16.0
mp-867281.cif,"Tc, Pt",Tc:6.0; Pt:2.0,2,8.0
mp-867300.cif,"Rb, Hf, O",Rb:2.0; Hf:2.0; O:5.0,3,9.0
mp-867306.cif,"Al, Cu, Au",Al:4.0; Cu:4.0; Au:8.0,3,16.0
mp-867319.cif,"Al, Co, Ir",Al:8.0; Co:4.0; Ir:4.0,3,16.0
mp-867351.cif,Tc,Tc:4.0,1,4.0
mp-867650.cif,"Li, Mn, P, O",Li:4.0; Mn:4.0; P:4.0; O:16.0,4,28.0
mp-867689.cif,"Li, Cu, S",Li:2.0; Cu:2.0; S:2.0,3,6.0
mp-867700.cif,"Li, Cu, S",Li:18.0; Cu:6.0; S:12.0,3,36.0
mp-867703.cif,"V, O, F",V:6.0; O:6.0; F:6.0,3,18.0
mp-867840.cif,"Be, Fe, Rh",Be:4.0; Fe:4.0; Rh:8.0,3,16.0
mp-867917.cif,"Cu, Ge, Rh",Cu:4.0; Ge:4.0; Rh:8.0,3,16.0
mp-8689.cif,"V, Ge, Se",V:16.0; Ge:4.0; Se:32.0,3,52.0
mp-869.cif,"Ta, Al",Ta:2.0; Al:6.0,2,8.0
mp-8697.cif,"Sc, B, O",Sc:6.0; B:6.0; O:18.0,3,30.0
mp-87.cif,Be,Be:2.0,1,2.0
mp-871.cif,"Fe, Si",Fe:4.0; Si:4.0,2,8.0
mp-873.cif,"V, Pd",V:2.0; Pd:6.0,2,8.0
mp-875.cif,"Al, Os",Al:1.0; Os:1.0,2,2.0
mp-8780.cif,"Cr, N",Cr:6.0; N:3.0,2,9.0
mp-8786.cif,"Zr, Ni, As",Zr:4.0; Ni:2.0; As:4.0,3,10.0
mp-8790.cif,"Ba, Cu, O",Ba:4.0; Cu:2.0; O:6.0,3,12.0
mp-8800.cif,"Tl, Cu, Se",Tl:4.0; Cu:12.0; Se:8.0,3,24.0
mp-8818.cif,"Ca, Zn, N",Ca:4.0; Zn:2.0; N:4.0,3,10.0
mp-8830.cif,"Na, Rh, O",Na:3.0; Rh:3.0; O:6.0,3,12.0
mp-8842.cif,"Ca, Si, Pd",Ca:4.0; Si:4.0; Pd:4.0,3,12.0
mp-8843.cif,"Sr, Si, Pd",Sr:4.0; Si:4.0; Pd:4.0,3,12.0
mp-886.cif,"Ga, O",Ga:8.0; O:12.0,2,20.0
mp-8861.cif,"Rb, Mg, F",Rb:4.0; Mg:2.0; F:8.0,3,14.0
mp-8864.cif,"Li, Co, P",Li:1.0; Co:6.0; P:4.0,3,11.0
mp-8880.cif,"Al, P",Al:2.0; P:2.0,2,4.0
mp-8881.cif,"Al, As",Al:2.0; As:2.0,2,4.0
mp-8882.cif,"Ga, P",Ga:2.0; P:2.0,2,4.0
mp-8883.cif,"Ga, As",Ga:2.0; As:2.0,2,4.0
mp-8884.cif,"Zn, Te",Zn:2.0; Te:2.0,2,4.0
mp-889.cif,"Cr, B",Cr:6.0; B:8.0,2,14.0
mp-891.cif,"Ta, Ni",Ta:2.0; Ni:6.0,2,8.0
mp-8911.cif,"Cu, Ag, S",Cu:4.0; Ag:4.0; S:4.0,3,12.0
mp-892.cif,"Sc, Pt",Sc:1.0; Pt:1.0,2,2.0
mp-893.cif,"Zr, Si",Zr:4.0; Si:4.0,2,8.0
mp-8937.cif,"Cr, Si",Cr:2.0; Si:4.0,2,6.0
mp-8938.cif,"Si, Mo",Si:6.0; Mo:3.0,2,9.0
mp-8939.cif,"Si, W",Si:6.0; W:3.0,2,9.0
mp-894.cif,"Zn, Pt",Zn:1.0; Pt:1.0,2,2.0
mp-8978.cif,"Cs, Nb, N",Cs:8.0; Nb:8.0; N:16.0,3,32.0
mp-8982.cif,"Ca, Si, Pt",Ca:4.0; Si:4.0; Pt:4.0,3,12.0
mp-8983.cif,"Ca, Si, Pt",Ca:4.0; Si:4.0; Pt:4.0,3,12.0
mp-8994.cif,"Rb, Nb, F",Rb:2.0; Nb:1.0; F:6.0,3,9.0
mp-8995.cif,"Cs, Nb, F",Cs:2.0; Nb:1.0; F:6.0,3,9.0
mp-8996.cif,"Sc, Ru, C",Sc:6.0; Ru:2.0; C:8.0,3,16.0
mp-90.cif,Cr,Cr:2.0,1,2.0
mp-902.cif,"Ba, Zn",Ba:1.0; Zn:1.0,2,2.0
mp-9023.cif,"Sc, Si, Au",Sc:2.0; Si:2.0; Au:2.0,3,6.0
mp-9025.cif,"Y, Si, Au",Y:2.0; Si:2.0; Au:2.0,3,6.0
mp-9027.cif,"Ti, S",Ti:16.0; S:32.0,2,48.0
mp-9029.cif,"Ca, V, N",Ca:12.0; V:4.0; N:12.0,3,28.0
mp-903.cif,"Zr, Cr",Zr:8.0; Cr:16.0,2,24.0
mp-9060.cif,"Rb, Pd, F",Rb:1.0; Pd:1.0; F:3.0,3,5.0
mp-9061.cif,"K, Pd, F",K:1.0; Pd:1.0; F:3.0,3,5.0
mp-91.cif,W,W:2.0,1,2.0
mp-910.cif,"Nb, C",Nb:4.0; C:4.0,2,8.0
mp-9124.cif,"Li, Zn, As",Li:4.0; Zn:4.0; As:4.0,3,12.0
mp-915.cif,"Y, Cd",Y:1.0; Cd:1.0,2,2.0
mp-9158.cif,"Li, Cu, O",Li:2.0; Cu:2.0; O:4.0,3,8.0
mp-9166.cif,"Mg, C, N",Mg:3.0; C:3.0; N:6.0,3,12.0
mp-917.cif,"Ca, C",Ca:4.0; C:8.0,2,12.0
mp-9172.cif,"Li, Ti, O",Li:16.0; Ti:4.0; O:16.0,3,36.0
mp-9173.cif,"Ti, O",Ti:4.0; O:8.0,2,12.0
mp-9177.cif,"Y, Al, Si",Y:4.0; Al:6.0; Si:4.0,3,14.0
mp-9198.cif,"Fe, Si, P",Fe:1.0; Si:4.0; P:4.0,3,9.0
mp-921.cif,"Y, Rh",Y:8.0; Rh:16.0,2,24.0
mp-922.cif,"Co, Pt",Co:1.0; Pt:3.0,2,4.0
mp-9223.cif,"Sc, Ge, Ru",Sc:3.0; Ge:3.0; Ru:3.0,3,9.0
mp-9225.cif,"Sc, Si, Pt",Sc:4.0; Si:4.0; Pt:4.0,3,12.0
mp-9244.cif,"Li, B, C",Li:2.0; B:2.0; C:2.0,3,6.0
mp-9251.cif,"Tl, Te, Pt",Tl:2.0; Te:6.0; Pt:4.0,3,12.0
mp-9262.cif,"Cs, Pt, F",Cs:8.0; Pt:4.0; F:24.0,3,36.0
mp-927.cif,"Cu, P",Cu:4.0; P:8.0,2,12.0
mp-9272.cif,"Tl, Pt, S",Tl:2.0; Pt:4.0; S:6.0,3,12.0
mp-9289.cif,"Zr, Sn, Te",Zr:2.0; Sn:2.0; Te:2.0,3,6.0
mp-929.cif,"Zr, Co",Zr:8.0; Co:16.0,2,24.0
mp-9295.cif,"Ta, Cu, Te",Ta:1.0; Cu:3.0; Te:4.0,3,8.0
mp-930.cif,"Zr, P",Zr:4.0; P:4.0,2,8.0
mp-9307.cif,"Ba, Zn, N",Ba:4.0; Zn:2.0; N:4.0,3,10.0
mp-932.cif,"Sc, Ga",Sc:1.0; Ga:3.0,2,4.0
mp-9321.cif,"Ba, Hf, S",Ba:4.0; Hf:2.0; S:8.0,3,14.0
mp-933.cif,"Y, As",Y:4.0; As:4.0,2,8.0
mp-9339.cif,"Nb, P",Nb:4.0; P:4.0,2,8.0
mp-934.cif,"Li, Tl",Li:1.0; Tl:1.0,2,2.0
mp-9350.cif,"Sc, Ge, Au",Sc:2.0; Ge:2.0; Au:2.0,3,6.0
mp-935811.cif,"K, Nb, O",K:1.0; Nb:1.0; O:3.0,3,5.0
mp-936.cif,"Hg, Pt",Hg:8.0; Pt:2.0,2,10.0
mp-938.cif,"Ge, Te",Ge:3.0; Te:3.0,2,6.0
mp-9381.cif,"Zr, Fe, Te",Zr:6.0; Fe:1.0; Te:2.0,3,9.0
mp-9382.cif,"Sr, Zr, N",Sr:3.0; Zr:3.0; N:6.0,3,12.0
mp-9383.cif,"Sr, Hf, N",Sr:3.0; Hf:3.0; N:6.0,3,12.0
mp-9391.cif,"Ta, Ni, Te",Ta:2.0; Ni:4.0; Te:6.0,3,12.0
mp-94.cif,Cd,Cd:2.0,1,2.0
mp-9437.cif,"Nb, Fe, Sb",Nb:4.0; Fe:4.0; Sb:4.0,3,12.0
mp-944.cif,"Al, B",Al:1.0; B:2.0,2,3.0
mp-945.cif,"Ni, Pt",Ni:1.0; Pt:1.0,2,2.0
mp-945184.cif,"Y, Cu, Te",Y:2.0; Cu:2.0; Te:4.0,3,8.0
mp-9459.cif,"Y, C",Y:8.0; C:10.0,2,18.0
mp-9472.cif,"Li, Ag, Ge",Li:4.0; Ag:8.0; Ge:4.0,3,16.0
mp-9473.cif,"Ba, Ni, P",Ba:2.0; Ni:4.0; P:4.0,3,10.0
mp-9486.cif,"K, Al, F",K:2.0; Al:1.0; F:5.0,3,8.0
mp-949.cif,"Co, Pt",Co:1.0; Pt:1.0,2,2.0
mp-949028.cif,Sn,Sn:46.0,1,46.0
mp-95.cif,Sr,Sr:2.0,1,2.0
mp-950995.cif,"Li, P, S, I",Li:24.0; P:4.0; S:20.0; I:4.0,4,52.0
mp-9514.cif,"Mg, Al, C",Mg:1.0; Al:2.0; C:2.0,3,5.0
mp-9517.cif,"Sr, Ti, N",Sr:2.0; Ti:2.0; N:4.0,3,8.0
mp-952.cif,"Mo, Pt",Mo:2.0; Pt:4.0,2,6.0
mp-953.cif,"Nb, Zn",Nb:1.0; Zn:3.0,2,4.0
mp-9549.cif,"Sc, Fe, Ge",Sc:3.0; Fe:3.0; Ge:3.0,3,9.0
mp-9550.cif,"Sc, Mn, Si",Sc:3.0; Mn:3.0; Si:3.0,3,9.0
mp-9556.cif,"Sr, Zn, Si",Sr:2.0; Zn:2.0; Si:2.0,3,6.0
mp-9563.cif,"Li, Sb",Li:12.0; Sb:6.0,2,18.0
mp-9564.cif,"Ca, Mg, As",Ca:1.0; Mg:2.0; As:2.0,3,5.0
mp-9565.cif,"Ca, Mg, Sb",Ca:1.0; Mg:2.0; Sb:2.0,3,5.0
mp-9566.cif,"Sr, Mg, Sb",Sr:1.0; Mg:2.0; Sb:2.0,3,5.0
mp-9567.cif,"Ba, Mg, Sb",Ba:1.0; Mg:2.0; Sb:2.0,3,5.0
mp-9569.cif,"Ca, Zn, P",Ca:1.0; Zn:2.0; P:2.0,3,5.0
mp-9570.cif,"Ca, Cd, P",Ca:1.0; Cd:2.0; P:2.0,3,5.0
mp-9571.cif,"Ca, Zn, As",Ca:1.0; Zn:2.0; As:2.0,3,5.0
mp-9573.cif,"Na, Be, As",Na:2.0; Be:2.0; As:2.0,3,6.0
mp-9574.cif,"Na, Be, Sb",Na:2.0; Be:2.0; Sb:2.0,3,6.0
mp-9575.cif,"Li, Be, Sb",Li:2.0; Be:2.0; Sb:2.0,3,6.0
mp-9577.cif,"Ca, Al, Si",Ca:6.0; Al:4.0; Si:4.0,3,14.0
mp-9578.cif,"Ba, Al, Si",Ba:6.0; Al:4.0; Si:4.0,3,14.0
mp-9583.cif,"K, Zn, F",K:4.0; Zn:2.0; F:8.0,3,14.0
mp-9586.cif,"Nb, Sn, S",Nb:2.0; Sn:2.0; S:4.0,3,8.0
mp-9595.cif,"Nb, In, O",Nb:2.0; In:2.0; O:8.0,3,12.0
mp-9615.cif,"Li, Ti, S",Li:1.0; Ti:1.0; S:2.0,3,4.0
mp-9687.cif,"K, P, Au",K:8.0; P:4.0; Au:4.0,3,16.0
mp-9690.cif,"Ca, Al, Ga",Ca:2.0; Al:4.0; Ga:4.0,3,10.0
mp-971.cif,"K, O",K:8.0; O:4.0,2,12.0
mp-9716.cif,"Ti, B, O",Ti:6.0; B:6.0; O:18.0,3,30.0
mp-971662.cif,Si,Si:46.0,1,46.0
mp-971669.cif,"Fe, Sb",Fe:8.0; Sb:24.0,2,32.0
mp-971706.cif,"Zn, Bi, O",Zn:1.0; Bi:1.0; O:3.0,3,5.0
mp-972088.cif,"Zr, Zn",Zr:6.0; Zn:2.0,2,8.0
mp-972220.cif,"Ti, Pt",Ti:2.0; Pt:6.0,2,8.0
mp-972845.cif,"Si, Mo",Si:1.0; Mo:1.0,2,2.0
mp-972916.cif,"Mg, Cu",Mg:2.0; Cu:2.0,2,4.0
mp-972954.cif,"Mg, Cd",Mg:2.0; Cd:4.0,2,6.0
mp-973364.cif,Mg,Mg:4.0,1,4.0
mp-973374.cif,"Li, Mg",Li:4.0; Mg:8.0,2,12.0
mp-973455.cif,"Li, Mg",Li:4.0; Mg:8.0,2,12.0
mp-9743.cif,"Sr, As, Pd",Sr:2.0; As:2.0; Pd:2.0,3,6.0
mp-9744.cif,"Ba, As, Pd",Ba:1.0; As:1.0; Pd:1.0,3,3.0
mp-974625.cif,"Re, Ru",Re:6.0; Ru:2.0,2,8.0
mp-975065.cif,Re,Re:9.0,1,9.0
mp-975292.cif,"Rb, Mo, O",Rb:1.0; Mo:1.0; O:3.0,3,5.0
mp-975906.cif,"Li, Al",Li:2.0; Al:6.0,2,8.0
mp-976017.cif,"Li, Co",Li:6.0; Co:2.0,2,8.0
mp-976139.cif,"Li, Mg",Li:3.0; Mg:1.0,2,4.0
mp-976256.cif,"Li, Mg",Li:12.0; Mg:4.0,2,16.0
mp-976262.cif,"Li, Mg",Li:6.0; Mg:6.0,2,12.0
mp-976280.cif,"Li, Br",Li:2.0; Br:2.0,2,4.0
mp-976334.cif,"Li, Tc",Li:12.0; Tc:4.0,2,16.0
mp-9768.cif,"Ba, Sb, Pd",Ba:4.0; Sb:8.0; Pd:4.0,3,16.0
mp-977059.cif,"Mg, Pd",Mg:1.0; Pd:5.0,2,6.0
mp-977207.cif,"Li, Mg",Li:4.0; Mg:2.0,2,6.0
mp-977218.cif,"Li, Mg",Li:8.0; Mg:4.0,2,12.0
mp-977382.cif,"Ta, V, Ru",Ta:8.0; V:4.0; Ru:4.0,3,16.0
mp-977580.cif,"Mg, Sc, Al",Mg:4.0; Sc:8.0; Al:4.0,3,16.0
mp-9778.cif,"K, Ag, P",K:8.0; Ag:4.0; P:4.0,3,16.0
mp-978268.cif,"Mg, Zn",Mg:2.0; Zn:2.0,2,4.0
mp-978269.cif,"Mg, Zn",Mg:8.0; Zn:16.0,2,24.0
mp-978273.cif,"Mg, Cd",Mg:3.0; Cd:1.0,2,4.0
mp-978279.cif,"Mg, Cu",Mg:6.0; Cu:2.0,2,8.0
mp-978508.cif,"Si, Os",Si:6.0; Os:2.0,2,8.0
mp-978534.cif,"Si, Ge",Si:2.0; Ge:2.0,2,4.0
mp-979.cif,"Zr, Sb",Zr:8.0; Sb:16.0,2,24.0
mp-9801.cif,"Hf, Co, As",Hf:4.0; Co:4.0; As:4.0,3,12.0
mp-980200.cif,"Zn, Rh",Zn:6.0; Rh:2.0,2,8.0
mp-981.cif,"Sr, F",Sr:4.0; F:8.0,2,12.0
mp-9812.cif,"Zn, C, O",Zn:6.0; C:6.0; O:18.0,3,30.0
mp-9835.cif,"Co, Sb",Co:2.0; Sb:4.0,2,6.0
mp-985805.cif,"Al, Ag",Al:4.0; Ag:8.0,2,12.0
mp-985806.cif,"Al, Cu",Al:8.0; Cu:4.0,2,12.0
mp-985825.cif,"Al, Cu",Al:3.0; Cu:1.0,2,4.0
mp-988.cif,"Si, N",Si:6.0; N:8.0,2,14.0
mp-989399.cif,"Ca, Al, N, F",Ca:24.0; Al:8.0; N:4.0; F:4.0,4,40.0
mp-989512.cif,"Li, Tl, In, Cl",Li:4.0; Tl:8.0; In:4.0; Cl:24.0,4,40.0
mp-9902.cif,"Sc, Co, Si",Sc:8.0; Co:4.0; Si:8.0,3,20.0
mp-9916.cif,"Nb, Cr, Si",Nb:3.0; Cr:3.0; Si:3.0,3,9.0
mp-9919.cif,"Li, Zn, Sb",Li:2.0; Zn:2.0; Sb:2.0,3,6.0
mp-9923.cif,"V, P",V:4.0; P:8.0,2,12.0
mp-9938.cif,"Hf, Si",Hf:8.0; Si:4.0,2,12.0
mp-9939.cif,"Hf, Ge",Hf:8.0; Ge:4.0,2,12.0
mp-9945.cif,"Co, Te",Co:2.0; Te:4.0,2,6.0
mp-9946.cif,"Zn, S",Zn:6.0; S:6.0,2,12.0
mp-9951.cif,"Mn, Nb, Ge",Mn:3.0; Nb:3.0; Ge:3.0,3,9.0
mp-995122.cif,"Nb, S",Nb:1.0; S:2.0,2,3.0
mp-9953.cif,"Hf, P",Hf:4.0; P:4.0,2,8.0
mp-9954.cif,"Hf, As",Hf:4.0; As:4.0,2,8.0
mp-9956.cif,"Al, Cr, C",Al:2.0; Cr:4.0; C:2.0,3,8.0
mp-9957.cif,"V, Ge, C",V:4.0; Ge:2.0; C:2.0,3,8.0
mp-9958.cif,"Ti, Ge, C",Ti:4.0; Ge:2.0; C:2.0,3,8.0
mp-9960.cif,"Y, Tl, C",Y:3.0; Tl:1.0; C:1.0,3,5.0
mp-9961.cif,"Ti, Cd, C",Ti:4.0; Cd:2.0; C:2.0,3,8.0
mp-9964.cif,"Ti, Tl, N",Ti:3.0; Tl:1.0; N:1.0,3,5.0
mp-9969.cif,"Sc, Si",Sc:4.0; Si:4.0,2,8.0
mp-996975.cif,"Cu, Ag, O",Cu:1.0; Ag:1.0; O:2.0,3,4.0
mp-996990.cif,"Ba, Ag, O",Ba:1.0; Ag:1.0; O:2.0,3,4.0
mp-9970.cif,"Sc, Ge",Sc:4.0; Ge:4.0,2,8.0
mp-997031.cif,"Mg, Cu, O",Mg:4.0; Cu:4.0; O:8.0,3,16.0
mp-997034.cif,"Ba, Cu, O",Ba:4.0; Cu:4.0; O:8.0,3,16.0
mp-997182.cif,C,C:4.0,1,4.0
mp-9972.cif,"Y, Si",Y:4.0; Si:4.0,2,8.0
mp-9973.cif,"V, B",V:4.0; B:4.0,2,8.0
mp-998.cif,"Al, Cu",Al:8.0; Cu:4.0,2,12.0
mp-998147.cif,"Tl, Cu, Cl",Tl:1.0; Cu:1.0; Cl:3.0,3,5.0
mp-9985.cif,"Nb, Ni, B",Nb:4.0; Ni:4.0; B:4.0,3,12.0
mp-998552.cif,"Ba, Hf, O",Ba:1.0; Hf:1.0; O:3.0,3,5.0
mp-9987.cif,"Nb, P, C",Nb:4.0; P:2.0; C:2.0,3,8.0
mp-9988.cif,"Nb, C, S",Nb:4.0; C:2.0; S:2.0,3,8.0
mp-998866.cif,C,C:1.0,1,1.0
mp-9989.cif,"Nb, As, C",Nb:4.0; As:2.0; C:2.0,3,8.0
mp-998981.cif,"Ti, Al",Ti:1.0; Al:3.0,2,4.0
mp-999027.cif,"Ti, Al",Ti:12.0; Al:4.0,2,16.0
mp-999068.cif,"Ti, Al, V",Ti:8.0; Al:4.0; V:4.0,3,16.0
mp-999079.cif,"Ti, Al, Cu",Ti:8.0; Al:4.0; Cu:4.0,3,16.0
mp-999096.cif,"Ti, Al, Cr",Ti:8.0; Al:4.0; Cr:4.0,3,16.0
mp-999133.cif,"Ta, Pd",Ta:2.0; Pd:2.0,2,4.0
mp-999142.cif,"Sn, O",Sn:2.0; O:2.0,2,4.0
mp-999198.cif,"B, Mo",B:4.0; Mo:4.0,2,8.0
mp-999473.cif,"Zn, N",Zn:4.0; N:4.0,2,8.0
mp-999540.cif,"Mn, Se",Mn:2.0; Se:2.0,2,4.0
mp-999545.cif,"Mn, Fe",Mn:3.0; Fe:1.0,2,4.0
mp-9999.cif,"Ni, B, Mo",Ni:2.0; B:4.0; Mo:4.0,3,10.0
